Rank,Name,Rank_Again,Symbol,Price,24h,7d,Market Cap,Volume USD,Volume Units,Circulating Supply,price,market_cap,volume_usd
1107,FLO,1107,FLO,$0.012002,4.31%,27.30%,"$1,828,483","$5,065","422,051 FLO","152,351,008 FLO",0.012002,1828483.0,5065.0
1108,Banano,1108,BAN,$0.001479,34.99%,2.64%,"$1,751,085","$94,806","64,117,429 BAN","1,184,260,185 BAN",0.001479,1751085.0,94806.0
1109,Offshift,1109,XFT,$1.01,0.16%,5.03%,"$1,815,992","$63,607","62,879 XFT","1,795,223 XFT",1.01,1815992.0,63607.0
1110,ZClassic,1110,ZCL,$0.199014,13.70%,0.10%,"$1,806,803","$27,700","139,186 ZCL","9,078,787 ZCL",0.199014,1806803.0,27700.0
,Matrix AI Network,,MAN,$0.008440,22.63%,-33.88%,,,,,0.00844,,
,NativeCoin,,N8V,$0.068722,-37.06%,12.50%,,,,,0.068722,,
,SINOVATE,,SIN,$0.002688,-4.30%,-1.83%,,,,,0.002688,,
,AICHAIN,,AIT,$0.003334,6.71%,21.53%,,,,,0.003334,,
,Emercoin,,EMC,$0.037777,7.47%,13.39%,,,,,0.037777,,
,Kuai Token,,KT,$0.157290,-0.43%,0.42%,,,,,0.15729,,
,Acute Angle Cloud,,AAC,$0.007064,-4.60%,-11.22%,,,,,0.007064,,
,LINKA,,LINKA,$0.002536,-6.18%,37.54%,,,,,0.002536,,
,Lition,,LIT,$0.049248,3.37%,13.03%,,,,,0.049248,,
,Vexanium,,VEX,$0.002358,-1.62%,-0.47%,,,,,0.002358,,
,Meridian Network,,LOCK,$0.162456,12.25%,18.41%,,,,,0.162456,,
,ZrCoin,,ZRC,$0.345075,3.72%,-19.72%,,,,,0.345075,,
,Vid,,VI,$0.076680,23.35%,49.19%,,,,,0.07668,,
,Apollon Limassol,,APL,$6.86,-12.20%,-4.24%,,,,,6.86,,
,Auroracoin,,AUR,$0.095463,0.01%,10.85%,,,,,0.095463,,
,Mallcoin,,MLC,$0.009697,16.58%,34.09%,,,,,0.009697,,
,Jarvis Network,,JRT,$0.058738,19.58%,-6.00%,,,,,0.058738,,
,Odyssey,,OCN,$0.000257,2.69%,-2.50%,,,,,0.000257,,
,Bitcoin Atom,,BCA,$0.091796,5.99%,-9.83%,,,,,0.091796,,
,NewYorkCoin,,NYC,$0.000012,-23.11%,5.48%,,,,,1.2e-05,,
,OneLedger,,OLT,$0.003871,-15.39%,15.04%,,,,,0.003871,,
,EveryCoin ,,EVY,$0.000179,-81.16%,3.98%,,,,,0.000179,,
,Restart Energy MWAT,,MWAT,$0.003336,6.33%,21.31%,,,,,0.003336,,
,Gene Source Code Chain,,GENE,$0.004440,6.37%,-6.14%,,,,,0.00444,,
,ATLANT,,ATL,$0.030743,150.51%,-34.73%,,,,,0.030743,,
,EOS Force,,EOSC,$0.001728,-2.40%,-3.80%,,,,,0.001728,,
,Parachute,,PAR,$0.002833,2.70%,36.44%,,,,,0.002833,,
,Global Social Chain,,GSC,$0.002850,-3.41%,-9.21%,,,,,0.00285,,
,BarterTrade,,BART,$0.024092,21.16%,-3.18%,,,,,0.024092,,
,Ravencoin Classic,,RVC,$0.000210,7.47%,-17.05%,,,,,0.00021,,
,Boolberry,,BBR,$0.122771,0.06%,14.12%,,,,,0.122771,,
,ZUM TOKEN,,ZUM,$0.000114,-46.14%,331.86%,,,,,0.000114,,
,UGAS,,UGAS,$0.009462,3.68%,-14.04%,,,,,0.009462,,
,Blackmoon,,BMC,$0.029964,35.24%,109.84%,,,,,0.029964,,
,Smartlands Network,,SLT,$0.314701,-1.27%,14.12%,,,,,0.314701,,
,Earneo,,RNO,$0.006330,37.62%,-45.20%,,,,,0.00633,,
,BIDR,,BIDR,$0.000071,-0.32%,1.21%,,,,,7.1e-05,,
,Dimecoin,,DIME,$0.000003,6.36%,21.34%,,,,,3e-06,,
,Halo Platform,,HALO,$0.000235,18.00%,37.48%,,,,,0.000235,,
,ODUWA,,OWC,$0.364329,12.72%,14.69%,,,,,0.364329,,
,Liquidity Network,,LQD,$0.029725,3.94%,149.94%,,,,,0.029725,,
,Heart Number,,HTN,$0.000712,-13.02%,-8.83%,,,,,0.000712,,
,BitCapitalVendor,,BCV,$0.001534,-4.97%,-0.43%,,,,,0.001534,,
,General Attention Currency,,XAC,$0.154283,69.57%,-46.05%,,,,,0.154283,,
,PirateCash,,PIRATE,$0.059736,8.47%,18.75%,,,,,0.059736,,
,Thugs Finance,,THUGS,$1.93,9.62%,-0.18%,,,,,1.93,,
,Merculet,,MVP,$0.000356,-2.37%,-14.32%,,,,,0.000356,,
,WinStars.live,,WNL,$0.080065,6.31%,21.25%,,,,,0.080065,,
,Isiklar Coin,,ISIKC,$0.645598,-1.01%,-12.71%,,,,,0.645598,,
,PlotX,,PLOT,$0.043802,13.24%,37.42%,,,,,0.043802,,
,Defis Network,,DFS,$4.06,-3.76%,15.75%,,,,,4.06,,
,Budbo,,BUBO,$0.018359,27.19%,58.88%,,,,,0.018359,,
,BitNewChain,,BTN,$0.008340,6.33%,21.31%,,,,,0.00834,,
,Insight Protocol,,INX,$0.008475,6.85%,21.52%,,,,,0.008475,,
,MoonSwap,,MOON,$0.126773,17.09%,-0.31%,,,,,0.126773,,
,Internet of People,,IOP,$0.110089,6.33%,21.31%,,,,,0.110089,,
,CloakCoin,,CLOAK,$0.266335,4.36%,-18.61%,,,,,0.266335,,
,DAOBet,,BET,$0.008845,0.91%,-13.10%,,,,,0.008845,,
,Freeway Token,,FWT,$0.003078,-1.18%,-5.19%,,,,,0.003078,,
,HiCoin,,XHI,$0.000334,6.37%,21.32%,,,,,0.000334,,
,Bitex Global XBX Coin,,XBX,$0.007464,21.78%,4.96%,,,,,0.007464,,
,SynchroBitcoin,,SNB,$0.018579,-16.80%,81.74%,,,,,0.018579,,
,ContentBox,,BOX,$0.001226,-3.38%,8.98%,,,,,0.001226,,
,CanYaCoin,,CAN,$0.015303,51.58%,2.17%,,,,,0.015303,,
,AMLT,,AMLT,$0.005849,8.05%,-10.16%,,,,,0.005849,,
,QunQun,,QUN,$0.001999,-5.15%,-10.04%,,,,,0.001999,,
,Capricoin+,,CPS,$0.006380,7.03%,111.01%,,,,,0.00638,,
,8X8 PROTOCOL,,EXE,$0.004711,-0.51%,-4.96%,,,,,0.004711,,
,Robotina,,ROX,$0.004776,-51.67%,-9.73%,,,,,0.004776,,
,Okschain,,OKS,$0.001268,-3.76%,-23.16%,,,,,0.001268,,
,CEEK VR,,CEEK,$0.002385,17.34%,3.41%,,,,,0.002385,,
,xBTC,,xBTC,$0.767124,10.63%,27.87%,,,,,0.767124,,
,Artfinity,,AT,$0.011501,0.46%,3.76%,,,,,0.011501,,
,VeriCoin,,VRC,$0.042368,3.88%,8.50%,,,,,0.042368,,
,Trade Token X,,TIOX,$0.016548,12.36%,-62.92%,,,,,0.016548,,
,Hashshare,,HSS,$0.011118,13.74%,-18.05%,,,,,0.011118,,
,Bitswift,,BITS,$0.385268,15.71%,38.85%,,,,,0.385268,,
,Litex,,LXT,$0.001144,-1.84%,-2.00%,,,,,0.001144,,
,QuadrantProtocol,,EQUAD,$0.003531,23.31%,32.05%,,,,,0.003531,,
,Amoveo,,VEO,$20.18,-32.92%,12.57%,,,,,20.18,,
,Benchmark Protocol,,MARK,$0.203647,15.76%,-11.44%,,,,,0.203647,,
,Pascal,,PASC,$0.041081,7.82%,4.47%,,,,,0.041081,,
,EDUCare,,EKT,$0.001886,-0.76%,-5.77%,,,,,0.001886,,
,TENT,,TENT,$0.043232,-24.27%,-13.33%,,,,,0.043232,,
,Omni,,OMNI,$2.43,-0.32%,-15.75%,,,,,2.43,,
,Incent,,INCNT,$0.029354,6.37%,21.32%,,,,,0.029354,,
,Ormeus Coin,,ORMEUS,$0.037699,-2.39%,-14.48%,,,,,0.037699,,
,NOW Token,,NOW,$0.016844,6.29%,9.40%,,,,,0.016844,,
,Footballcoin,,XFC,$0.003350,0.10%,-0.72%,,,,,0.00335,,
,Bean Cash,,BITB,$0.000334,6.49%,21.36%,,,,,0.000334,,
1201,Beaxy,1201,BXY,$0.004682,13.77%,6.39%,"$1,321,684","$1,716","366,631 BXY","282,316,707 BXY",0.004682,1321684.0,1716.0
1202,Hiveterminal Token,1202,HVN,$0.002639,11.48%,9.08%,"$1,319,479",$386,"146,175 HVN","500,000,000 HVN",0.002639,1319479.0,386.0
1203,Megacoin,1203,MEC,$0.033360,6.32%,21.25%,"$1,312,992",$21,623 MEC,"39,357,968 MEC",0.03336,1312992.0,21.0
1204,Enecuum,1204,ENQ,$0.008745,4.23%,11.20%,"$1,311,484","$195,303","22,332,704 ENQ","149,966,665 ENQ",0.008745,1311484.0,195303.0
1205,Spectre.ai Utility Token,1205,SXUT,$0.053376,6.33%,10.92%,"$1,309,300",$0,0 SXUT,"24,529,558 SXUT",0.053376,1309300.0,0.0
1206,AXPR,1206,AXPR,$0.004658,13.77%,19.49%,"$1,302,679","$13,322","2,860,102 AXPR","279,674,001 AXPR",0.004658,1302679.0,13322.0
1207,HempCoin,1207,THC,$0.005006,16.96%,3.12%,"$1,300,895","$1,390","277,585 THC","259,871,730 THC",0.005006,1300895.0,1390.0
1208,Veil,1208,VEIL,$0.015400,58.55%,6.23%,"$1,325,558","$148,529","9,645,018 VEIL","86,077,880 VEIL",0.0154,1325558.0,148529.0
1209,Cornichon,1209,CORN,$0.069927,15.39%,32.54%,"$1,301,786","$4,176","59,713 CORN","18,616,425 CORN",0.069927,1301786.0,4176.0
1210,AmonD,1210,AMON,$0.001635,6.26%,99.83%,"$1,296,394","$1,947","1,190,923 AMON","792,972,532 AMON",0.001635,1296394.0,1947.0
,NuShares,,NSR,$0.000235,-5.87%,-22.20%,,,,,0.000235,,
,SolarCoin,,SLR,$0.020828,10.08%,32.67%,,,,,0.020828,,
,QChi,,QCH,$0.039442,7.63%,13.93%,,,,,0.039442,,
,Fast Access Blockchain,,FAB,$0.045211,17.96%,129.14%,,,,,0.045211,,
,Ixinium,,XXA,$0.091472,4.87%,-0.88%,,,,,0.091472,,
,Tokes,,TKS,$0.006396,28.98%,164.82%,,,,,0.006396,,
,HashBX ,,HBX,$0.002002,-8.72%,3.59%,,,,,0.002002,,
,Pirl,,PIRL,$0.014811,-21.67%,-7.39%,,,,,0.014811,,
,PeepCoin,,PCN,$0.000009,-97.19%,311.22%,,,,,9e-06,,
,Xfinance,,XFI,$25.82,4.35%,9.49%,,,,,25.82,,
,I/O Coin,,IOC,$0.067054,-3.73%,-9.06%,,,,,0.067054,,
,Infinity Esaham,,INFS,$1.98,4.56%,184.78%,,,,,1.98,,
,Internxt,,INXT,$1.99,-9.57%,9.91%,,,,,1.99,,
,CREA,,CREA,$0.064727,12.04%,26.65%,,,,,0.064727,,
,BitScreener Token,,BITX,$0.014232,11.82%,157.52%,,,,,0.014232,,
,Brickblock,,BBK,$0.016609,5.17%,9.44%,,,,,0.016609,,
,YEE,,YEE,$0.000913,0.21%,-0.74%,,,,,0.000913,,
,BOOM,,BOOM,$0.001583,-1.03%,3.26%,,,,,0.001583,,
,Color Platform,,CLR,$0.009041,16.06%,62.21%,,,,,0.009041,,
,Vites,,VITES,$0.000033,6.37%,21.32%,,,,,3.3e-05,,
,carVertical,,CV,$0.000161,-9.89%,-2.29%,,,,,0.000161,,
,SBank,,STS,$0.199863,88.73%,114.89%,,,,,0.199863,,
,BitCrystals,,BCY,$0.053376,6.31%,21.25%,,,,,0.053376,,
,Bancacy,,BNY,$0.009114,17.99%,37.43%,,,,,0.009114,,
,Sphere,,SPHR,$0.098054,-4.13%,-12.36%,,,,,0.098054,,
,Vetri,,VLD,$0.003648,11.82%,-21.39%,,,,,0.003648,,
,PWR Coin,,PWR,$0.000125,6.56%,355.54%,,,,,0.000125,,
,Rapids,,RPD,$0.000087,3.08%,117.75%,,,,,8.7e-05,,
,Pundi X NEM,,NPXSXEM,$0.000066,-8.24%,-11.49%,,,,,6.6e-05,,
,NaPoleonX,,NPX,$0.050089,0.04%,0.32%,,,,,0.050089,,
,TokenPay,,TPAY,$0.052198,-21.39%,-3.14%,,,,,0.052198,,
,TrueFlip,,TFL,$0.193459,-7.12%,25.21%,,,,,0.193459,,
,Perth Mint Gold Token,,PMGT,$1970.21,3.24%,3.23%,,,,,1970.21,,
,Sessia,,KICKS,$0.133093,8.34%,23.43%,,,,,0.133093,,
,Scala,,XLA,$0.000125,6.38%,10.48%,,,,,0.000125,,
,FNKOS,,FNKOS,$0.007623,18.62%,-4.24%,,,,,0.007623,,
,LGO Token,,LGO,$0.021956,12.56%,19.44%,,,,,0.021956,,
,Pawtocol,,UPI,$0.007816,-3.92%,-9.98%,,,,,0.007816,,
,Playgroundz,,IOG,$0.041450,70.57%,17.00%,,,,,0.04145,,
,Smartshare,,SSP,$0.000244,10.22%,27.44%,,,,,0.000244,,
,Maxcoin,,MAX,$0.019142,0.00%,2.18%,,,,,0.019142,,
,Asian Fintech,,AFIN,$0.004670,6.33%,-10.61%,,,,,0.00467,,
,BetProtocol,,BEPRO,$0.000631,14.86%,63.48%,,,,,0.000631,,
,DAEX,,DAX,$0.003287,-10.01%,-2.60%,,,,,0.003287,,
,Lobstex,,LOBS,$0.055721,0.54%,0.54%,,,,,0.055721,,
,SovranoCoin,,SVR,$0.868615,112.92%,57.82%,,,,,0.868615,,
,NFX Coin,,NFXC,$0.009341,-17.30%,30.65%,,,,,0.009341,,
,Ixcoin,,IXC,$0.054410,36.55%,53.30%,,,,,0.05441,,
,Swarm,,SWM,$0.014708,11.42%,14.58%,,,,,0.014708,,
,Tidex Token,,TDX,$0.119763,47.50%,-3.00%,,,,,0.119763,,
,Humaniq,,HMQ,$0.006025,3.82%,4.27%,,,,,0.006025,,
,Lunes,,LUNES,$0.006686,8.28%,51.71%,,,,,0.006686,,
,EXRNchain,,EXRN,$0.000012,0.70%,-25.32%,,,,,1.2e-05,,
,Trias,,TRY,$0.000487,-9.76%,-18.92%,,,,,0.000487,,
,ArdCoin,,ARDX,$0.004003,82.24%,142.63%,,,,,0.004003,,
,Streamity,,STM,$0.030975,1.94%,4.34%,,,,,0.030975,,
,GlobalBoost-Y,,BSTY,$0.061345,-24.15%,-0.72%,,,,,0.061345,,
,Change,,CAG,$0.055561,7.09%,-29.65%,,,,,0.055561,,
,Bitcoin Confidential,,BC,$0.000148,16.24%,18.06%,,,,,0.000148,,
,UniLayer,,LAYER,$0.061023,11.86%,9.02%,,,,,0.061023,,
,Kambria,,KAT,$0.000918,-30.85%,-36.68%,,,,,0.000918,,
,SpectrumCash,,XSM,$0.000334,6.40%,21.39%,,,,,0.000334,,
,Cryptaur,,CPT,$0.000086,-15.76%,67.43%,,,,,8.6e-05,,
,Databroker,,DTX,$0.014262,-38.01%,-39.08%,,,,,0.014262,,
,FujiCoin,,FJC,$0.000336,7.19%,22.11%,,,,,0.000336,,
,Ycash,,YEC,$0.100149,-0.65%,-4.61%,,,,,0.100149,,
,Curio,,CUR,$0.577935,-0.73%,-34.00%,,,,,0.577935,,
,Open Predict Token,,OPT,$1.06,48.06%,44.11%,,,,,1.06,,
,Origin Dollar,,OUSD,$0.150828,0.03%,0.32%,,,,,0.150828,,
,Pantos,,PAN,$0.035012,-6.89%,3.54%,,,,,0.035012,,
,Plair,,PLA,$0.000041,-20.52%,-25.03%,,,,,4.1e-05,,
,Open Platform,,OPEN,$0.000981,-0.57%,-0.49%,,,,,0.000981,,
,Neurotoken,,NTK,$0.013208,-4.54%,-6.14%,,,,,0.013208,,
,2key.network,,2KEY,$0.028426,-7.39%,2.74%,,,,,0.028426,,
,Ulord,,UT,$0.013563,9.43%,-16.44%,,,,,0.013563,,
,Tornado,,TCORE,$170.56,8.17%,2.81%,,,,,170.56,,
,Pandacoin,,PND,$0.000031,17.96%,37.56%,,,,,3.1e-05,,
,JUIICE,,JUI,$0.000154,17.67%,15.14%,,,,,0.000154,,
,Hacken Token,,HAI,$0.011995,1.57%,-1.45%,,,,,0.011995,,
,Maincoin,,MNC,$0.002680,48.90%,6.44%,,,,,0.00268,,
,Pinkcoin,,PINK,$0.002334,-6.98%,-15.12%,,,,,0.002334,,
,Friendz,,FDZ,$0.001834,12.36%,6.34%,,,,,0.001834,,
,Team Finance,,TEAM,$1.81,17.90%,39.24%,,,,,1.81,,
,ICE ROCK MINING,,ROCK2,$0.063052,58.21%,169.67%,,,,,0.063052,,
,TurtleCoin,,TRTL,$0.000011,9.32%,27.62%,,,,,1.1e-05,,
,0xcert,,ZXC,$0.002810,32.17%,18.08%,,,,,0.00281,,
,Max Property Group,,MPG,$0.006862,11.07%,16.44%,,,,,0.006862,,
,Ethereum Stake,,ETHYS,$4.85,15.95%,24.46%,,,,,4.85,,
,Binance GBP Stable Coin,,BGBP,$1.39,-0.02%,-0.01%,,,,,1.39,,
,PegNet,,PEG,$0.000438,-14.05%,-14.62%,,,,,0.000438,,
1301,Ethereum Stake,1301,ETHYS,$4.81,14.93%,24.80%,"$961,841","$3,824",795 ETHYS,"200,000 ETHYS",4.81,961841.0,3824.0
1302,Sumokoin,1302,SUMO,$0.034948,2.83%,3.64%,"$963,517","$86,342","2,470,574 SUMO","27,570,024 SUMO",0.034948,963517.0,86342.0
1303,Bitcoin Private,1303,BTCP,$0.201148,6.70%,4.91%,"$962,649","$7,982","39,681 BTCP","4,785,761 BTCP",0.201148,962649.0,7982.0
1304,Tierion,1304,TNT,$0.002227,1.70%,3.57%,"$954,227","$33,021","14,827,424 TNT","428,481,269 TNT",0.002227,954227.0,33021.0
1305,DeFi Bids,1305,BID,$0.087460,17.19%,21.37%,"$952,517","$13,978","159,827 BID","10,890,951 BID",0.08746,952517.0,13978.0
1306,AI Doctor,1306,AIDOC,$0.001213,1.00%,31.55%,"$943,595","$139,258","114,786,048 AIDOC","777,777,776 AIDOC",0.001213,943595.0,139258.0
1307,PegNet,1307,PEG,$0.000439,14.44%,14.31%,"$948,870","$4,817","10,985,339 PEG","2,163,896,365 PEG",0.000439,948870.0,4817.0
1308,MultiVAC,1308,MTV,$0.000261,0.74%,24.56%,"$936,409","$99,078","379,566,352 MTV","3,587,369,426 MTV",0.000261,936409.0,99078.0
1309,Chi Gastoken,1309,CHI,$1.11,20.08%,58.11%,"$947,776","$114,051","102,694 CHI","853,394 CHI",1.11,947776.0,114051.0
1310,GoWithMi,1310,GMAT,$0.000345,1.79%,38.47%,"$938,905","$66,408","192,634,359 GMAT","2,723,550,000 GMAT",0.000345,938905.0,66408.0
,Uptrennd,,1UP,$0.002698,16.83%,-2.90%,,,,,0.002698,,
,Tokoin,,TOKO,$0.005299,10.40%,44.58%,,,,,0.005299,,
,YGGDRASH,,YEED,$0.000172,98.82%,25.10%,,,,,0.000172,,
,0xBitcoin,,0xBTC,$0.162835,14.66%,44.85%,,,,,0.162835,,
,Falcon Project,,FNT,$0.000236,6.40%,13.29%,,,,,0.000236,,
,ALLY,,ALY,$0.000406,6.60%,7.34%,,,,,0.000406,,
,Experty,,EXY,$0.034151,2.49%,-15.81%,,,,,0.034151,,
,Titan Coin,,TTN,$0.001015,-34.21%,-12.82%,,,,,0.001015,,
,Cryptobuyer,,XPT,$0.016112,19.09%,10.99%,,,,,0.016112,,
,MobileGo,,MGO,$0.009184,14.09%,8.92%,,,,,0.009184,,
,ATN,,ATN,$0.010673,14.85%,39.71%,,,,,0.010673,,
,Ethereum Yield,,ETHY,$9.05,15.48%,21.60%,,,,,9.05,,
,BOX Token,,BOX,$0.009053,-12.96%,-21.68%,,,,,0.009053,,
,Content Neutrality Network,,CNN,$0.000023,-0.79%,1.08%,,,,,2.3e-05,,
,WeOwn,,CHX,$0.009090,-0.28%,11.37%,,,,,0.00909,,
,DeltaChain,,DELTA,$0.000120,679.41%,26.37%,,,,,0.00012,,
,Japan Content Token,,JCT,$0.003056,12.17%,29.86%,,,,,0.003056,,
,Nebula AI,,NBAI,$0.000712,19.31%,17.35%,,,,,0.000712,,
,Circuits of Value,,COVAL,$0.000894,-20.80%,-38.56%,,,,,0.000894,,
,Juggernaut,,JGN,$0.086708,1.40%,8.00%,,,,,0.086708,,
,Penta,,PNT,$0.000042,5.01%,-98.55%,,,,,4.2e-05,,
,Lightstreams,,PHT,$0.019390,-14.59%,20.97%,,,,,0.01939,,
,ADAMANT Messenger,,ADM,$0.010398,-2.26%,-11.46%,,,,,0.010398,,
,Zero,,ZER,$0.094217,-12.94%,-24.16%,,,,,0.094217,,
,Bitcoin Plus,,XBC,$5.84,12.93%,-15.49%,,,,,5.84,,
,Digital Gold,,GOLD,$65.63,1.71%,11.25%,,,,,65.63,,
,Blue Protocol,,BLUE,$0.024198,27.00%,43.26%,,,,,0.024198,,
,Eden,,EDN,$0.001469,29.23%,11.69%,,,,,0.001469,,
,VIG,,VIG,$0.001081,6.25%,-3.15%,,,,,0.001081,,
,uPlexa,,UPX,$0.000345,-0.26%,45.75%,,,,,0.000345,,
,Havy,,HAVY,$0.000117,7.94%,23.21%,,,,,0.000117,,
,Asch,,XAS,$0.009193,3.22%,-30.80%,,,,,0.009193,,
,BABB,,BAX,$0.000022,2.55%,-2.28%,,,,,2.2e-05,,
,DAPS Coin,,DAPS,$0.000015,-4.39%,-21.07%,,,,,1.5e-05,,
,DexKit,,KIT,$1.08,39.32%,61.96%,,,,,1.08,,
,Permission Coin,,ASK,$0.000209,-0.50%,-2.80%,,,,,0.000209,,
,Rise,,RISE,$0.005083,-0.26%,1.50%,,,,,0.005083,,
,LHT,,LHT,$0.017165,7.26%,82.46%,,,,,0.017165,,
,Digital Insurance Token,,DIT,$0.003819,10.47%,4.57%,,,,,0.003819,,
,Upfiring,,UFR,$0.035724,18.46%,12.39%,,,,,0.035724,,
,GHOST,,GHOST,$0.058472,-2.59%,-16.21%,,,,,0.058472,,
,FYDcoin,,FYD,$0.001661,14.62%,20.92%,,,,,0.001661,,
,indaHash,,IDH,$0.002128,12.84%,37.64%,,,,,0.002128,,
,Mcashchain,,MCASH,$0.000857,-39.46%,-43.24%,,,,,0.000857,,
,Webflix Token,,WFX,$0.000250,-4.18%,-12.31%,,,,,0.00025,,
,Typerium,,TYPE,$0.000523,-30.38%,-34.54%,,,,,0.000523,,
,EBCoin,,EBC,$0.000185,-12.59%,-21.67%,,,,,0.000185,,
,adbank,,ADB,$0.001033,7.33%,12.44%,,,,,0.001033,,
,Auxilium,,AUX,$0.006327,14.07%,25.46%,,,,,0.006327,,
,OLXA,,OLXA,$0.000620,9.88%,63.33%,,,,,0.00062,,
,Evedo,,EVED,$0.059469,31.34%,-7.01%,,,,,0.059469,,
,Winco,,WCO,$0.001753,7.21%,9.90%,,,,,0.001753,,
,SmileyCoin,,SMLY,$0.000053,26.84%,6.02%,,,,,5.3e-05,,
,Flixxo,,FLIXX,$0.009942,-48.14%,343.14%,,,,,0.009942,,
,Coinsbit Token,,CNB,$0.000629,-17.16%,-8.93%,,,,,0.000629,,
,PayPie,,PPP,$0.010144,-50.93%,-34.85%,,,,,0.010144,,
,Peet DeFi,,PTE,$21.65,29.33%,7.81%,,,,,21.65,,
,PhoenixDAO,,PHNX,$0.015887,9.19%,52.68%,,,,,0.015887,,
,Tolar,,TOL,$0.003574,28.83%,-35.70%,,,,,0.003574,,
,Pivot Token,,PVT,$0.000161,0.13%,-1.43%,,,,,0.000161,,
,Scry.info,,DDD,$0.001860,-7.40%,-7.57%,,,,,0.00186,,
,DreamTeam Token,,DREAM,$0.022470,4.87%,-7.75%,,,,,0.02247,,
,TON Token,,TON,$0.017023,4.64%,42.53%,,,,,0.017023,,
,Centaur,,CNTR,$0.003955,7.04%,6.19%,,,,,0.003955,,
,Pakcoin,,PAK,$0.011797,14.07%,114.64%,,,,,0.011797,,
,Education Ecosystem,,LEDU,$0.003529,-66.39%,-50.48%,,,,,0.003529,,
,LocalCoinSwap,,LCS,$0.015507,-10.35%,0.71%,,,,,0.015507,,
,OVCODE,,OVC,$0.018276,18.99%,40.07%,,,,,0.018276,,
,BQT,,BQTX,$0.001370,2.94%,0.65%,,,,,0.00137,,
,Bottos,,BTO,$0.001640,-0.71%,-6.22%,,,,,0.00164,,
,Swapcoinz,,SPAZ,$0.075141,7.71%,9.82%,,,,,0.075141,,
,SafeCoin,,SAFE,$0.028649,-2.73%,15.84%,,,,,0.028649,,
,eosDAC,,EOSDAC,$0.001201,-9.80%,-19.87%,,,,,0.001201,,
,TV-TWO,,TTV,$0.001761,5.17%,9.44%,,,,,0.001761,,
,Nework,,NKC,$0.005349,21.59%,27.71%,,,,,0.005349,,
,Infinitecoin,,IFC,$0.000009,-8.92%,-55.44%,,,,,9e-06,,
,Xiotri,,XIOT,$177.19,-4.45%,9.20%,,,,,177.19,,
,Small Love Potion,,SLP,$0.017086,-8.59%,-13.98%,,,,,0.017086,,
,Themis,,GET,$0.001296,10.51%,-22.68%,,,,,0.001296,,
,EchoLink,,EKO,$0.001551,-9.13%,-3.18%,,,,,0.001551,,
,Opacity,,OPCT,$0.009552,8.44%,25.95%,,,,,0.009552,,
,MenaPay,,MPAY,$0.005729,-17.24%,-54.46%,,,,,0.005729,,
,Snetwork,,SNET,$0.003063,-5.76%,-11.55%,,,,,0.003063,,
,Ubex,,UBEX,$0.000226,32.56%,40.94%,,,,,0.000226,,
,HEAT,,HEAT,$0.016178,-8.07%,1.45%,,,,,0.016178,,
,hybrix,,HY,$0.411624,-8.90%,-6.75%,,,,,0.411624,,
,Birake,,BIR,$0.008426,-6.59%,27.76%,,,,,0.008426,,
,Aventus,,AVT,$0.125026,31.26%,18.11%,,,,,0.125026,,
,DubaiCoin,,DBIX,$0.174879,-4.77%,1.02%,,,,,0.174879,,
,DEXA COIN,,DEXA,$0.000031,-10.84%,-31.22%,,,,,3.1e-05,,
1401,AceD,1401,ACED,$0.003672,9.99%,21.32%,"$732,443",$86,"23,430 ACED","199,475,507 ACED",0.003672,732443.0,86.0
1402,Keep4r,1402,KP4R,$10.31,11.29%,15.61%,"$733,761","$99,832","9,682 KP4R","71,161 KP4R",10.31,733761.0,99832.0
1403,Stronghold Token,1403,SHX,$0.000221,25.43%,8.63%,"$722,826",$0,0 SHX,"3,263,638,486 SHX",0.000221,722826.0,0.0
1404,Iconic Token,1404,ICNQ,$0.088441,96.76%,25.74%,"$724,293",$923,"10,439 ICNQ","8,189,539 ICNQ",0.088441,724293.0,923.0
1405,Cashbery Coin,1405,CBC,$0.010682,3.16%,15.86%,"$717,671",$189,"17,690 CBC","67,186,714 CBC",0.010682,717671.0,189.0
1406,Insureum,1406,ISR,$0.003385,9.82%,85.62%,"$724,486","$316,660","93,556,784 ISR","214,048,583 ISR",0.003385,724486.0,316660.0
1407,BOScoin,1407,BOS,$0.000835,0.11%,16.61%,"$723,310",$120,"143,877 BOS","865,842,501 BOS",0.000835,723310.0,120.0
1408,Zen Protocol,1408,ZP,$0.031837,21.60%,35.86%,"$720,670",$646,"20,293 ZP","22,636,450 ZP",0.031837,720670.0,646.0
1409,Nuggets,1409,NUG,$0.000415,234.97%,22.69%,"$715,444","$2,069","4,988,457 NUG","1,724,830,450 NUG",0.000415,715444.0,2069.0
1410,ZumCoin,1410,ZUM,$0.000716,18.10%,2.48%,"$707,847",$13,"18,687 ZUM","988,819,491 ZUM",0.000716,707847.0,13.0
,Phantasma Energy,,KCAL,$0.014594,2.66%,-29.94%,,,,,0.014594,,
,Pylon Network,,PYLNT,$1.20,5.84%,12.60%,,,,,1.2,,
,TransferCoin,,TX,$0.083785,-39.99%,-36.36%,,,,,0.083785,,
,WebDollar,,WEBD,$0.000056,12.08%,31.18%,,,,,5.6e-05,,
,BonusCloud,,BXC,$0.000217,-0.06%,4.17%,,,,,0.000217,,
,RMPL,,RMPL,$1.02,24.26%,29.85%,,,,,1.02,,
